Nama Kost,Jenis Kost,Daerah_Clean,Harga_Angka,Fasilitas_AC,Fasilitas_WiFi,Fasilitas_K_Mandi_Dalam,Fasilitas_Kloset_Duduk,Fasilitas_Kasur,Fasilitas_Akses_24_Jam
Kost Bsg 27 Siguragura Executive,Putri,Lowokwaru,1100000,0,1,0,0,1,0
Kost Cms Tipe 1,Putra,Lowokwaru,550000,0,1,0,1,1,1
Kost Mama Parti Tipe A,Putra,Lowokwaru,1300000,0,1,1,1,1,1
Kost The Rics,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Sunan Muria 2,Putra,Lowokwaru,1150000,0,1,1,1,1,1
Kost Griya Fikarda 2,Putri,Klojen,1700000,1,1,1,1,1,0
Kost Lilik,Putri,Lowokwaru,750000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Rara Dwiga Tipe A,Putra,Lowokwaru,1714200,1,1,1,1,1,1
Kost Nadifsa 2 Tipe Studio,Campur,Blimbing,1350000,1,0,0,1,1,1
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Nadita Tipe A,Putri,Lowokwaru,1300000,1,1,1,1,1,1
Kost Bu Emi VIP,Putra,Lowokwaru,650000,0,1,0,0,1,1
Kost Griya Asma Tipe B,Putri,Lowokwaru,600000,0,1,0,0,1,1
Kost Bsg 27 Siguragura Executive,Putri,Lowokwaru,1100000,0,1,0,0,1,0
Kost Cms Tipe 1,Putra,Lowokwaru,550000,0,1,0,1,1,1
Kost Mama Parti Tipe A,Putra,Lowokwaru,1300000,0,1,1,1,1,1
Kost The Rics,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Sunan Muria 2,Putra,Lowokwaru,1150000,0,1,1,1,1,1
Kost Griya Fikarda 2,Putri,Klojen,1700000,1,1,1,1,1,0
Kost Lilik,Putri,Lowokwaru,750000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Nadifsa 2 Tipe Studio,Campur,Blimbing,1350000,1,0,0,1,1,1
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Syariah Emas 23 Tipe A,Campur,Blimbing,1645000,1,1,1,1,1,1
Kost Perumahan Dinoyo Tipe A,Putri,Lowokwaru,875000,0,1,1,0,1,0
Kost Nadita Tipe A,Putri,Lowokwaru,1300000,1,1,1,1,1,1
Kost Bu Emi VIP,Putra,Lowokwaru,650000,0,1,0,0,1,1
Kost Griya Asma Tipe B,Putri,Lowokwaru,600000,0,1,0,0,1,1
Kost Bsg 27 Siguragura Executive,Putri,Lowokwaru,1100000,0,1,0,0,1,0
Kost Cms Tipe 1,Putra,Lowokwaru,550000,0,1,0,1,1,1
Kost Mama Parti Tipe A,Putra,Lowokwaru,1300000,0,1,1,1,1,1
Kost The Rics,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Sunan Muria 2,Putra,Lowokwaru,1150000,0,1,1,1,1,1
Kost Griya Fikarda 2,Putri,Klojen,1700000,1,1,1,1,1,0
Kost Lilik,Putri,Lowokwaru,750000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Nadifsa 2 Tipe Studio,Campur,Blimbing,1350000,1,0,0,1,1,1
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Bsg 27 Siguragura Executive,Putri,Lowokwaru,1100000,0,1,0,0,1,0
Kost Cms Tipe 1,Putra,Lowokwaru,550000,0,1,0,1,1,1
Kost Mama Parti Tipe A,Putra,Lowokwaru,1300000,0,1,1,1,1,1
Kost The Rics,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Sunan Muria 2,Putra,Lowokwaru,1150000,0,1,1,1,1,1
Kost Sembilan C Dan D Tipe Economy 3,Putri,Lowokwaru,1200000,0,1,1,1,1,1
Kost Griya Fikarda 2,Putri,Klojen,1700000,1,1,1,1,1,0
Kost Lilik,Putri,Lowokwaru,750000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Eliza,Putri,Lowokwaru,775000,0,1,0,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Cms Tipe 1,Putra,Lowokwaru,550000,0,1,0,1,1,1
Kost Mama Parti Tipe A,Putra,Lowokwaru,1300000,0,1,1,1,1,1
Kost The Rics,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Sunan Muria 2,Putra,Lowokwaru,1150000,0,1,1,1,1,1
Kost Sembilan C Dan D Tipe Economy 3,Putri,Lowokwaru,1200000,0,1,1,1,1,1
Kost Griya Fikarda 2,Putri,Klojen,1700000,1,1,1,1,1,0
Kost Lilik,Putri,Lowokwaru,750000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Eliza,Putri,Lowokwaru,775000,0,1,0,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Manggar Tipe A,Putri,Lowokwaru,1176000,0,1,1,1,1,0
Kost Mama Parti Tipe A,Putra,Lowokwaru,1300000,0,1,1,1,1,1
Kost The Rics,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Sunan Muria 2,Putra,Lowokwaru,1150000,0,1,1,1,1,1
Kost Sembilan C Dan D Tipe Economy 3,Putri,Lowokwaru,1200000,0,1,1,1,1,1
Kost Griya Fikarda 2,Putri,Klojen,1700000,1,1,1,1,1,0
Kost Lilik,Putri,Lowokwaru,750000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Eliza,Putri,Lowokwaru,775000,0,1,0,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Manggar Tipe A,Putri,Lowokwaru,1176000,0,1,1,1,1,0
Kost The Rics,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Sunan Muria 2,Putra,Lowokwaru,1150000,0,1,1,1,1,1
Kost Sembilan C Dan D Tipe Economy 3,Putri,Lowokwaru,1200000,0,1,1,1,1,1
Kost Griya Fikarda 2,Putri,Klojen,1700000,1,1,1,1,1,0
Kost Lilik,Putri,Lowokwaru,750000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Eliza,Putri,Lowokwaru,775000,0,1,0,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Manggar Tipe A,Putri,Lowokwaru,1176000,0,1,1,1,1,0
Kost Arum,Putri,Lowokwaru,2000000,1,1,1,1,1,0
Kost Sembilan C Dan D Tipe Economy 3,Putri,Lowokwaru,1200000,0,1,1,1,1,1
Kost Lilik,Putri,Lowokwaru,750000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Eliza,Putri,Lowokwaru,775000,0,1,0,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Manggar Tipe A,Putri,Lowokwaru,1176000,0,1,1,1,1,0
Kost Arum,Putri,Lowokwaru,2000000,1,1,1,1,1,0
Kost Singgalang 6,Putri,Sukun,1200000,0,1,1,1,1,0
Kost Griya 74 Tipe B,Putri,Sukun,377000,0,1,0,1,1,1
Kost Eksklusif Bababunda Tipe A,Putri,Lowokwaru,1200000,1,1,1,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Eliza,Putri,Lowokwaru,775000,0,1,0,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Deyna Boarding House Tipe 2A,Putra,Lowokwaru,1400000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Manggar Tipe A,Putri,Lowokwaru,1176000,0,1,1,1,1,0
Kost Arum,Putri,Lowokwaru,2000000,1,1,1,1,1,0
Kost Singgalang 6,Putri,Sukun,1200000,0,1,1,1,1,0
Kost Griya 74 Tipe B,Putri,Sukun,377000,0,1,0,1,1,1
Kost Eksklusif Bababunda Tipe A,Putri,Lowokwaru,1200000,1,1,1,1,1,1
Kost Eliza,Putri,Lowokwaru,775000,0,1,0,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
Kost Manggar Tipe B,Putri,Lowokwaru,800000,0,1,1,0,1,0
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Arum,Putri,Lowokwaru,2000000,1,1,1,1,1,0
Kost Singgalang 6,Putri,Sukun,1200000,0,1,1,1,1,0
Kost Griya 74 Tipe B,Putri,Sukun,377000,0,1,0,1,1,1
Kost Eksklusif Bababunda Tipe A,Putri,Lowokwaru,1200000,1,1,1,1,1,1
Kost Griya Shanta Soekarno Hatta,Putra,Lowokwaru,750000,0,1,0,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
Kost Manggar Tipe B,Putri,Lowokwaru,800000,0,1,1,0,1,0
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Nest Sigura VIP Ac,Putra,Lowokwaru,2300000,1,1,1,1,1,0
Kost Bell Meer Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,0
Kost Arum,Putri,Lowokwaru,2000000,1,1,1,1,1,0
Kost Singgalang 6,Putri,Sukun,1200000,0,1,1,1,1,0
Kost Griya 74 Tipe B,Putri,Sukun,377000,0,1,0,1,1,1
Kost Eksklusif Bababunda Tipe A,Putri,Lowokwaru,1200000,1,1,1,1,1,1
Kost Griya Shanta Soekarno Hatta,Putra,Lowokwaru,750000,0,1,0,1,1,1
Kost Sutoyo Y3N Indoor,Putri,Lowokwaru,650000,0,1,0,1,1,1
Kost Suhartono Tlogomas Tipe B,Putri,Lowokwaru,408240,0,1,0,0,1,0
Kost Rara Dwiga Tipe A,Putra,Lowokwaru,1714200,1,1,1,1,1,1
Kost Dia 2 Syariah Standard,Campur,Lowokwaru,2700000,1,1,1,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost As Sakinah Executive,Putri,Sukun,1100000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Izy,Putri,Lowokwaru,900000,0,1,0,1,1,0
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
Kost Manggar Tipe B,Putri,Lowokwaru,800000,0,1,1,0,1,0
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Nest Sigura VIP Ac,Putra,Lowokwaru,2300000,1,1,1,1,1,0
Kost Bell Meer Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,0
Kost Arum,Putri,Lowokwaru,2000000,1,1,1,1,1,0
Kost Adelinn Tipe B,Putri,Lowokwaru,765000,0,1,0,1,1,0
Kost Singgalang 6,Putri,Sukun,1200000,0,1,1,1,1,0
Kost Griya 74 Tipe B,Putri,Sukun,377000,0,1,0,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost As Sakinah Executive,Putri,Sukun,1100000,0,1,1,1,1,1
Kost Dinoyo 51,Putri,Lowokwaru,650000,0,1,0,0,1,1
Kost Izy,Putri,Lowokwaru,900000,0,1,0,1,1,0
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Hunian Indah,Putri,Lowokwaru,1400000,1,1,1,1,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
Kost Manggar Tipe B,Putri,Lowokwaru,800000,0,1,1,0,1,0
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Nest Sigura VIP Ac,Putra,Lowokwaru,2300000,1,1,1,1,1,0
Kost Bell Meer Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,0
Kost Joyosuko Metro 7 Tipe A,Putri,Lowokwaru,597000,0,1,0,0,1,1
Kost Arum,Putri,Lowokwaru,2000000,1,1,1,1,1,0
Kost Gendhis,Putra,Pakis,750000,0,1,1,1,1,1
Kost Adelinn Tipe B,Putri,Lowokwaru,765000,0,1,0,1,1,0
Kost Singgalang 6,Putri,Sukun,1200000,0,1,1,1,1,0
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Casa Hrj 1 Vip,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Griya 74 Tipe A,Putri,Sukun,465000,0,1,0,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost Mama Parti Tipe B,Putra,Lowokwaru,1200000,0,1,1,1,1,1
Kost As Sakinah Executive,Putri,Sukun,1100000,0,1,1,1,1,1
Kost Izy,Putri,Lowokwaru,900000,0,1,0,1,1,0
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
Kost Manggar Tipe B,Putri,Lowokwaru,800000,0,1,1,0,1,0
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Mami Tipe B,Putra,Lowokwaru,905000,0,1,1,1,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Nest Sigura VIP Ac,Putra,Lowokwaru,2300000,1,1,1,1,1,0
Kost Bell Meer Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,0
Kost Joyosuko Metro 7 Tipe A,Putri,Lowokwaru,597000,0,1,0,0,1,1
Kost Mu,Putra,Lowokwaru,1500000,1,1,1,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Casa Hrj 1 Vip,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Griya 74 Tipe A,Putri,Sukun,465000,0,1,0,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost As Sakinah Executive,Putri,Sukun,1100000,0,1,1,1,1,1
Kost Izy,Putri,Lowokwaru,900000,0,1,0,1,1,0
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
Kost Manggar Tipe B,Putri,Lowokwaru,800000,0,1,1,0,1,0
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Mami Tipe B,Putra,Lowokwaru,905000,0,1,1,1,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Nest Sigura VIP Ac,Putra,Lowokwaru,2300000,1,1,1,1,1,0
Kost Bell Meer Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,0
Kost Joyosuko Metro 7 Tipe A,Putri,Lowokwaru,597000,0,1,0,0,1,1
Kost Mu,Putra,Lowokwaru,1500000,1,1,1,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Casa Hrj 1 Vip,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Griya 74 Tipe A,Putri,Sukun,465000,0,1,0,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost As Sakinah Executive,Putri,Sukun,1100000,0,1,1,1,1,1
Kost Izy,Putri,Lowokwaru,900000,0,1,0,1,1,0
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
Kost Manggar Tipe B,Putri,Lowokwaru,800000,0,1,1,0,1,0
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Mami Tipe B,Putra,Lowokwaru,905000,0,1,1,1,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Nest Sigura VIP Ac,Putra,Lowokwaru,2300000,1,1,1,1,1,0
Kost Bell Meer Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,0
Kost Joyosuko Metro 7 Tipe A,Putri,Lowokwaru,597000,0,1,0,0,1,1
Kost Mu,Putra,Lowokwaru,1500000,1,1,1,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Casa Hrj 1 Vip,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Griya 74 Tipe A,Putri,Sukun,465000,0,1,0,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost As Sakinah Executive,Putri,Sukun,1100000,0,1,1,1,1,1
Kost Izy,Putri,Lowokwaru,900000,0,1,0,1,1,0
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
Kost Manggar Tipe B,Putri,Lowokwaru,800000,0,1,1,0,1,0
Kost Indrakila,Putri,Lowokwaru,700000,0,1,0,1,1,1
Kost Gse M336 Executive,Putra,Lowokwaru,1700000,1,1,0,1,1,0
Kost RSSA,Putri,Klojen,700000,0,1,0,0,1,1
Kost Mami Tipe B,Putra,Lowokwaru,905000,0,1,1,1,1,1
Kost Griyashanta L 230 Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,1
Kost Nest Sigura VIP Ac,Putra,Lowokwaru,2300000,1,1,1,1,1,0
Kost Bell Meer Tipe A,Putri,Lowokwaru,950000,0,1,1,1,1,0
Kost Joyosuko Metro 7 Tipe A,Putri,Lowokwaru,597000,0,1,0,0,1,1
Kost Mu,Putra,Lowokwaru,1500000,1,1,1,1,1,1
Kost Rh Tipe 4,Putra,Lowokwaru,850000,0,1,1,1,1,1
Kost Graha Permata Pandanwangi Tipe Standard,Putra,Blimbing,650000,0,0,1,1,1,0
Kost Casa Hrj 1 Vip,Putra,Lowokwaru,1700000,1,1,1,1,1,1
Kost Griya 74 Tipe A,Putri,Sukun,465000,0,1,0,1,1,1
Kost Griya Shanta 1,Putra,Lowokwaru,1100000,0,1,1,1,1,1
Kost Gtr Tipe A Standart,Putra,Sukun,600000,0,1,0,1,1,1
Kost As Sakinah Executive,Putri,Sukun,1100000,0,1,1,1,1,1
Kost Izy,Putri,Lowokwaru,900000,0,1,0,1,1,0
Kost Muhammad Choirul Anam,Putra,Sukun,650000,0,1,0,0,1,1
Kost Happy Standart,Putra,Karang Ploso,900000,0,1,1,1,1,1
